movie,chapter,character,TO,dialog
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,George Weasley,Ron Weasley,"Bloody hell, what's the Minister of Magic doing here?"
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Ron Weasley,George Weasley,Dunno.  But something tells me he didn't come to give away the bride.
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Harry Potter,Rufus Scrimgeour,"To what do we owe the pleasure, Minister?"
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,Harry Potter,"I think we both know the answer to that question, Mr. Potter."
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Harry Potter,Rufus Scrimgeour,And this would be...?
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,"Harry Potter, Ron Weasley","Don't be coy, Mr. Potter.  Mr. Weasley.  Would you say you were close to your former Headmaster?"
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Ron Weasley,Rufus Scrimgeour,Dumbledore?  And me?  I dunno. I reckon I was just another Weasley to him.  He was always polite --
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,Hermione Granger,"And you, Miss Granger?  How would you characterize your relationship?"
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Hermione Granger,Rufus Scrimgeour,"We were friendly, not close like Harry, but --"
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Harry Potter,Rufus Scrimgeour,What's this all about?
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,Harry Potter,"This.  Despite the fact that neither of your friends appear to have been particularly close to their recently deceased Headmaster, he saw fit to remember them in his will.  Now why do you suppose that would be?"
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Harry Potter,Rufus Scrimgeour,No idea.
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,Harry Potter,"Come now, you don't expect me to believe..."
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,"Harry Potter, Ron Weasley, Hermione Granger","'Herein is set forth the Last Will and Testament of Albus Percival Wulfric Brian Dumbledore.  First, to Ronald Bilius Weasley, I leave my Deluminator, a device of my own making, in the hope that -- when things seem most dark -- it will show him the light.'"
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Ron Weasley,Rufus Scrimgeour,Dumbledore left this?  For me? Brilliant.  Er -- what is it?
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Ron Weasley,"Rufus Scrimgeour, Harry Potter, Hermione Granger",Wicked.
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,Hermione Granger,"'To Miss Hermione Jean Granger, I leave my copy of The Tales of Beedle the Bard, in the hope that she will find it entertaining and instructive.'"
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Ron Weasley,Hermione Granger,"Mum used to read me those!  The Wizard and the Hopping Pot, Babbitty Rabbity and her Cackling Stump..."
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Ron Weasley,"Hermione Granger, Harry Potter","Oh, c'mon!  Beedle's stories are famous!  Babbity Rabbitty? No...?"
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,Harry Potter,"'To Harry James Potter, I leave the Snitch he caught in his first Quidditch match at Hogwarts, as a reminder of the rewards of perseverance and skill."
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Harry Potter,Rufus Scrimgeour,That's it then?
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,Harry Potter,"Not quite.  Dumbledore left you a second bequest:  The Sword of Godric Gryffindor.  Unfortunately, the Sword of Gryffindor was not Dumbledore's to give away.  As an important historical artifact, it belongs..."
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Hermione Granger,Rufus Scrimgeour,To Harry!  It belongs to Harry! It chose him!  It came to him in the Chamber of Secrets when he most needed it!
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,Hermione Granger,"The sword may present itself to any worthy Gryffindor, Miss Granger.  That does not make it that wizard's property.  And in any event the current whereabouts of the sword are unknown."
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Harry Potter,Rufus Scrimgeour,Excuse me?
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,Harry Potter,"The sword is missing. I won't pretend to be your friend, Mr. Potter.  But I assure you I'm not your enemy."
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Harry Potter,Rufus Scrimgeour,"You'll forgive me, Minister.  But it's a little hard to tell the difference these days."
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,Harry Potter,Dumbledore said something very similar the last time we spoke.
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Hermione Granger,Rufus Scrimgeour,"Where is your guard, sir?"
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,Rufus Scrimgeour,"Hermione Granger, Harry Potter, Ron Weasley",I came alone.  I don't really need them anymore...
Harry Potter and the Deathly Hallows Part 1,The Wedding,Remus Lupin,Harry Potter,We want you to be the godfather.
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Remus Lupin,You mean -- But that's brilliant -- I... don't know what to say.
Harry Potter and the Deathly Hallows Part 1,The Wedding,Remus Lupin,Harry Potter,Say yes.
Harry Potter and the Deathly Hallows Part 1,The Wedding,Luna Lovegood,Harry Potter,"Hello, Harry!"
Harry Potter and the Deathly Hallows Part 1,The Wedding,Luna Lovegood,Harry Potter,"Oh, I've interrupted a deep thought, haven't I?  I can see it growing smaller in your eyes."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Luna Lovegood,"No, 'course not.  How are you, Luna?"
Harry Potter and the Deathly Hallows Part 1,The Wedding,Luna Lovegood,Harry Potter,Very well.  I was bitten by a garden gnome only moments ago.
Harry Potter and the Deathly Hallows Part 1,The Wedding,Xenophilius Lovegood,Luna Lovegood,Gnome saliva is enormously beneficial!  Xenophilius Lovegood. We live just over the hill!
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Xenophilius Lovegood,"Nice to meet you, sir."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Xenophilius Lovegood,Harry Potter,"I trust you know, Mr. Potter, that we at The Quibbler, unlike those toadies at the Daily Prophet, fully supported Dumbledore during his lifetime and in his death support you just as fully."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Luna Lovegood,Xenophilius Lovegood,"Come, Daddy.  Harry doesn't want to talk to us right now.  He's just too nice to say so."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Elphias Doge,Sir?  May I sit down?
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Harry Potter,Mr. Potter!  By all means!
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Elphias Doge,"I found what you wrote in the Daily Prophet very moving, sir.  I take it you knew Professor Dumbledore well?"
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Harry Potter,"I certainly knew him the longest, if you don't count his brother Aberforth -- and somehow, people never do seem to count Aberforth."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Elphias Doge,"I never even knew he had a brother, sir."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Harry Potter,"Yes, well, Dumbledore was always very private.  Even as a boy."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Elphias Doge,"Sir, I was wondering if you'd had much contact with him before he died."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Harry Potter,The occasional owl.  Though it was strange...
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Elphias Doge,"Strange, sir?"
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Harry Potter,It was the owls themselves.  They often arrived in distress.  It was clear they'd traveled great distances in some cases.
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Elphias Doge,"Could you tell me from where they'd come, sir?"
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Harry Potter,"I'm afraid not.  Albus' messages mostly referenced our days together as schoolboys.  They were surprisingly intimate.  When he did speak of his current activities his words would turn elliptical.  Still, I sensed he was under great stress.  Why do you ask?"
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Elphias Doge,Just curious.  I was... close to Professor Dumbledore.
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Harry Potter,"Well, he treasured you, Mr. Potter, I can attest to that.  I can also tell you that when a person passes, it's only natural to rue the things left unsaid, to regret the question never asked. I knew Albus nigh on 100 years, but in many ways he will always remain a riddle even to me."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Woman,Elphias Doge,"Don't despair, Elphias.  I'm told he's been thoroughly unriddled by Rita Skeeter.  In 800 pages no less."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Muriel,"That woman is a vulture, Muriel, and you well know it."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Muriel,Elphias Doge,"Someone has to pick the bones to get at the truth.  I read your obituary, Elphias.  Lovely.  But you did skate over some of the sticky patches in Dumbledore's life."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Muriel,"I'm sorry you think so, Muriel.  I assure you I was writing from the heart."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Muriel,Elphias Doge,"Yes, well, Rita Skeeter hasn't made that mistake, I'm sure.  Word has it someone talked to her, someone who knew the Dumbledore family well.  You and I both know who that is, Elphias."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Muriel,A monstrous betrayal.  I can only conclude the rumors are true and that she has become untethered.
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,"Elphias Doge, Muriel",Who are you talking about?
Harry Potter and the Deathly Hallows Part 1,The Wedding,Muriel,Harry Potter,"Well, I don't suppose it'll be a secret once the book comes out. Bathilda Bagshot."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Muriel,Who?
Harry Potter and the Deathly Hallows Part 1,The Wedding,Muriel,Harry Potter,"Who? Bathilda Bagshot!  My god, boy, she's only the most celebrated magical historian of the last century.  Don't they read History of Magic at Hogwarts anymore?"
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Muriel,"Oh, right.  Slipped my mind..."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Muriel,Harry Potter,"She knew the Dumbledores as well as anyone.  She'd have letters, perhaps an interesting photograph or two.  I'm sure Rita Skeeter would have thought it well worth a trip to Godric's Hollow to take a peek into that old bird's rattled cage."
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Muriel,Godric's Hollow?  Bathilda Bagshot lives in Godric's Hollow?
Harry Potter and the Deathly Hallows Part 1,The Wedding,Muriel,Harry Potter,For years now.  That's where she first met Dumbledore.
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Muriel,Excuse me?  You don't mean to say Dumbledore lived there too?
Harry Potter and the Deathly Hallows Part 1,The Wedding,Muriel,Harry Potter,"Of course.  The family moved there after his father killed those three Muggles.  It was quite the scandal. Honestly, my boy, are you sure you knew him at all?"
Harry Potter and the Deathly Hallows Part 1,The Wedding,Patronus,All,The Ministry has fallen.  The Minister of Magic is dead.  They are coming...
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,Harry Potter,"Nice meeting you, Mr. Potter!"
Harry Potter and the Deathly Hallows Part 1,The Wedding,Hermione Granger,Ron Weasley,Ron!  Ron!
Harry Potter and the Deathly Hallows Part 1,The Wedding,Remus Lupin,Harry Potter,Harry!  Go!  Go!
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"Harry Potter, Hermione Granger",Where are we?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Ron Weasley, Harry Potter",Shaftesbury Avenue.  I used to come here to the theater with my mum and dad.  Just popped into my head.  I don't know why...
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Ron Weasley, Harry Potter",This way!
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Ron Weasley, Harry Potter",We need to change.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Hermione Granger,How the ruddy --
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Ron Weasley,Undetectable Extension Charm.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Hermione Granger,"You're amazing, you are."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Ron Weasley,Always the tone of surprise.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Ron Weasley, Harry Potter",That'll be the books.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,"Ron Weasley, Hermione Granger",Do you reckon everyone's alright at the wedding?  Maybe we should --
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Harry Potter,"They were after you, mate.  We'd just put everyone in danger going back."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Harry Potter, Woman","Ron's right.  Cappuccino, please."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Woman,What she said.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Woman,Same.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Woman,Harry Potter,Wicked scar.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Hermione Granger,So where do we go from here?  The Leaky Cauldron?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Ron Weasley,"Too dangerous.  If Voldemort's taken over the Ministry, none of the old places are safe."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Hermione Granger,My rucksack.  With all my things. I left it back at the Burrow --
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Hermione Granger,You're joking.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Harry Potter,I've had the essentials packed for days.  Just in case.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Hermione Granger,By the way -- these jeans?  Not my favorite.  Bit tight.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,"Hermione Granger, Ron Weasley",Down!
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,,Stupefy!
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,,Petrificus Totalus! Go.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Harry Potter, Ron Weasley",She doesn't argue.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,"Hermione Granger, Ron Weasley","Lock the door, get the lights."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Ron Weasley,This one's name is Rowle.  He was on the Astronomy Tower the night Snape killed Dumbledore.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Harry Potter,This is Dolohov.  I recognize him from the wanted posters.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Death Eater,"So what do we do with you, huh? Kill us if it was turned round, wouldn't you?"
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Harry Potter,Suppose it's him that did Mad-Eye. How would you feel then?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Ron Weasley,"It's better we wipe their memories.  We kill them, they'll know we were here."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"Harry Potter, Hermione Granger",You're the boss. Hermione?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Hermione Granger,You're the best with spells.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Death Eater,Obliviate.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,"Hermione Granger, Ron Weasley",How is it they knew we were there?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Harry Potter,Maybe you still have the Trace on you.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Hermione Granger,Can't be. The Trace breaks at seventeen. It's Wizarding law.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Hermione Granger,What?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Harry Potter,"We didn't celebrate your birthday, Harry.  Ginny and I -- we'd prepared a cake.  We were going to bring it out at the end of the wedding..."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Hermione Granger,Hermione.  I appreciate the thought -- honestly.  But given that we were almost killed by a couple of Death Eaters a few minutes ago...
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Harry Potter,Right.  Perspective.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"Harry Potter, Hermione Granger","We've got to get off the streets, get somewhere safe."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,"Hermione Granger, Ron Weasley",I have an idea.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Alastor Moody,Harry Potter,Severus Snape?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Alastor Moody,Mad-Eye...?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"Hermione Granger, Harry Potter",What was that about?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Ron Weasley,"Mad-eye's doing, I'd guess.  In case Snape decided to come snooping."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,,Homenum revelio.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Harry Potter, Ron Weasley",It's a spell to reveal human presence.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Harry Potter, Ron Weasley",We're alone.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,,Lumos.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Lily Potter,Sirius,Dear Sirius.  Thank you for Harry's birthday present.  You'd think he'd been born on a broom.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Lily Potter,Sirius,"James says he's got the look of a Seeker, but then James would.  We had a very quiet birthday tea, just us and old Bathilda, who dotes on Harry.  Wormy dropped by late in the day, but seemed down and didn't stay long.  James is frustrated being shut up here, but Dumbledore's still got his Invisibility Cloak, so he doesn't have much choice.  By the way, Bathilda tells the most amazing stories about our old Headmaster. I don't know how much to believe. Can it really be true that Dumbledore --"
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Harry Potter,Harry!  Harry!
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Ron Weasley,Ron!  I've found him!
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Hermione Granger,Good!  Tell him from me he's a git!
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Harry Potter,"Harry, you can't just disappear. We thought --"
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Harry Potter,It's from your Mum.  To Sirius. Bathilda Bagshot...?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Hermione Granger,"Yeah.  They knew her.  She wrote A History of Magic, you know."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Harry Potter,Did she now?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Hermione Granger,I'm thinking maybe we should go talk to her.  She still lives in Godric's Hollow.  I'm thinking maybe she could help us.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Harry Potter,"Harry.  I can imagine why you'd want to go there, but... I don't think Bathilda Bagshot is going to know where Voldemort hid his Horcruxes."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"Harry Potter, Hermione Granger",Hey!  I think you two better come down here.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"Harry Potter, Hermione Granger","The two clinging to the tree are Death Eaters for sure.  Dunno 'bout the bloke on the bench. Can't see us, of course.  But we'll have to be careful coming and going.  C'mon.  There's something else you need to see."
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Ron Weasley,Lovely.
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,"Ron Weasley, Hermione Granger",To the Dark Lord.  I know I will be dead long before you read this... I have stolen the real Horcrux and intend to destroy it...
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"Harry Potter, Hermione Granger",R.A.B. was Sirius' brother?
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Harry Potter, Ron Weasley","Yes.  Question is, did he actually destroy the real Horcrux?"
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,Stop!  I order you!
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Ron Weasley,Kreacher,Kreacher...
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,"Been spying on us, have you?"
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Harry Potter,Kreacher has been... watching. Kreacher always watches.
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Hermione Granger,Harry Potter,Maybe he knows.
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,Ever seen this before?
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,"Kreacher, I own this place. Sirius left it to me.  Which means I own you too."
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Harry Potter,That was Master Regulus' locket.
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,"That's right.  But there were two, weren't there?"
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,Where's the other one?
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Harry Potter,Kreacher doesn't know where the other locket is.
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Hermione Granger,Kreacher,But was it here?  Did you ever see it?
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Hermione Granger,Filthy Mudblood -- The Death Eaters will soon be coming for you!
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Ron Weasley,Blood-traitor Weasley --
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Hermione Granger,Ron Weasley,Ron!  RON!
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,Answer her.
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Harry Potter,"Yes.  It was here, in this house. A most evil object..."
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,How do you mean?
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Harry Potter,"Before he died, Master Regulus ordered Kreacher to destroy it. It was the last thing he asked of Kreacher.  But no matter how Kreacher tried, he could not.."
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,"Where is it now?  Did someone take it, Kreacher?"
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Harry Potter,"He came in the night.  He took many things, including the locket."
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,"Who, Kreacher?  Who was it?"
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Harry Potter,Mundungus.  Mundungus Fletcher.
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Kreacher,Find him.
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Pius Thicknesse,All,"As your new Minister for Magic, I promise to restore this temple of tolerance to its former glory. Therefore, beginning today, each employee will be required to submit themselves for evaluation. But know this:  You have nothing to fear... as long as you have nothing to hide..."
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Cormac McLaggen,,My father will hear about this.
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Neville Longbottom,,"He's not here, you fools."
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Hermione Granger,Harry Potter,They have flesh memories.
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Hermione Granger,Harry Potter,"Snitches.  They're never touched by bare skin until the Seeker captures it.  Even the wizard who fabricates it wears gloves.  That way, if there's a dispute, the Snitch can identify who first touched it."
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,Hermione Granger,You mean... it remembers me?
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Hermione Granger,Harry Potter,"When Scrimgeour first gave it to you, I thought it might open at your touch -- that Dumbledore had hidden something in it."
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Dobby,Harry Potter,Harry Potter!  So long it's been --
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Hermione Granger,Mundungus Fletcher,Expelliarmus!
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Kreacher,Harry Potter,"As requested, Kreacher has returned with the thief Mundungus Fletcher!"
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Dobby,Harry Potter,Dobby has also returned with the thief Mundungus Fletcher!
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Mundungus Fletcher,Harry Potter,What are you playing at -- setting a pair of bleedin' 'ouse-elves on me!
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Dobby,Harry Potter,"Dobby was only trying to help! Dobby saw Kreacher in Diagon Alley, which Dobby thought was curious.  And then Dobby heard Kreacher mention Harry Potter's name, which Dobby thought was very curious.  And then Dobby saw that Kreacher was talking to the thief Mundungus Fletcher, which Dobby thought was very, very --"
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Mundungus Fletcher,Dobby,"I'm no thief, you foul little git. I'm a purveyer of rare and wondrous objects --"
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Ron Weasley,Mundungus Fletcher,"You're a thief, Dung.  Everyone knows it."
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Dobby,Ron Weasley,Master Weasley!  So good to see you again!
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Ron Weasley,Dobby,Wicked trainers.
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Mundungus Fletcher,"Harry Potter, Ron Weasley, Hermione Granger","Listen, I panicked that night, all right?  I never volunteered to die for you, mate.  Can I help it if Mad-Eye fell off his broom --"
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Hermione Granger,Mundungus Fletcher,Stop lying!
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Ron Weasley,Mundungus Fletcher,Piece of advice.  Let's not rehash old times.  Got it... mate?
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Harry Potter,Mundungus Fletcher,"When you turned this place over -- don't deny it! -- you found a locket, am I right?"
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Mundungus Fletcher,Harry Potter,Why?  Was it valuable?
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Hermione Granger,Mundungus Fletcher,You've still got it.
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Ron Weasley,"Hermione Granger, Mundungus Fletcher",No.  He's worried he should have got more money for it.
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Mundungus Fletcher,"Harry Potter, Hermione Granger, Ron Weasley","Wouldn't be difficult, would it? Bleedin' gave it away, din' I? There I was, pitching me wares in Diagon Alley when some ministry hag comes up and asks to see my license.  Says she's of a mind to lock me up and would've, too, she hadn' taken a fancy to that locket."
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Harry Potter,Mundungus Fletcher,Who was she?  This witch?
