movie,chapter,character,listener,dialog
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Sybill Trelawney,"Neville Longbottom, Ron Weasley","I wouldn't be so sure of that. Give me the cup. Pity. Broaden your minds. Your aura is pulsing, dear. Are you in the beyond? I think you are."
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Ron Weasley,Sybill Trelawney,Sure.
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Sybill Trelawney,Ron Weasley,Look at the cup. Tell me what you see.
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Ron Weasley,Sybill Trelawney,"Oh, yeah. Um... Well, Harry's got sort of a wonky cross. That's trials and suffering. And that there could be the sun and that's happiness. So... you're gonna suffer, but you're gonna be... happy about it."
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Sybill Trelawney,Harry Potter,"Give me the cup. Oh, my dear boy. My dear... you have the Grim."
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Other,,"The Grin? What's the Grin? Not the Grin, you idiot. The Grim. Taking form of a giant spectral dog. It's among the darkest omens in our world. It's an omen... of death."
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Ron Weasley,"Harry Potter, Hermione Granger",You don't think that Grim thing's got anything to do with Sirius Black?
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Hermione Granger,Ron Weasley,"Oh, honestly, Ron. If you ask me, Divination's a woolly discipline. Now, Ancient Runes, that's a fascinating subject."
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Ron Weasley,Hermione Granger,Ancient Runes? Exactly how many classes are you taking?
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Hermione Granger,Ron Weasley,A fair few.
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Ron Weasley,Hermione Granger,Hang on. That's not possible. Ancient Runes is in the same time as Divination. You have to be in two classes at once.
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Hermione Granger,Ron Weasley,Don't be silly Ron. How could anyone be in two classes at once? Broaden your minds. Use your Inner Eye to see the future!.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,All,"That's it. Come on, now. Come closer. Less talking, if you don't mind. I got a real treat for you today. A great lesson. So follow me. Right, you lot. Less chattering. Form a group over there. And open your books to page 49."
Harry Potter and the Prisoner of Azkaban,Buckbeak,Draco Malfoy,Rubeus Hagrid,Exactly how do we do that?
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,Draco Malfoy,"Just stroke the spine, of course. Goodness me."
Harry Potter and the Prisoner of Azkaban,Buckbeak,Draco Malfoy,Neville Longbottom,"Don't be such a wimp, Longbottom."
Harry Potter and the Prisoner of Azkaban,Buckbeak,Neville Longbottom,Draco Malfoy,I'm okay. Okay.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Hermione Granger,"Harry Potter, Ron Weasley",I think they're funny.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Draco Malfoy,"Hermione Granger, Harry Potter, Ron Weasley","Oh, yeah. Terribly funny. Really Witty. God, this place has gone to the dogs. Wait until Father hears Dumbledore's got this oaf teaching classes."
Harry Potter and the Prisoner of Azkaban,Buckbeak,Harry Potter,Draco Malfoy,"Shut up, Malfoy."
Harry Potter and the Prisoner of Azkaban,Buckbeak,Draco Malfoy,All,D-Dementor! Dementor!
Harry Potter and the Prisoner of Azkaban,Buckbeak,Hermione Granger,Harry Potter,Just ignore him.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Ron Weasley,Neville Longbottom,You're supposed to stroke it.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Neville Longbottom,Ron Weasley,Yeah.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,All,Isn't he beautiful? Say hello to Buckbeak.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Ron Weasley,Rubeus Hagrid,"Hagrid, exactly what is that?"
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,All,"That, Ron, is a hippogriff. First thing you wanna know about hippogriffs is that they're very proud creatures. Very easily offended. You do not want to insult a hippogriff. It may just be the last thing you ever do. Now, who'd like to come and say hello? Well done, Harry. Well done. Come on now. Now... you have to let him make the first move. It's only polite. So... step up. Give him a nice bow. Then you wait and see if he bows back. If he does, you can go and touch him. If not... Well, we'll get to that later. Just make your bow. Nice and low. Back off, Harry. Back off. Keep still. Keep still. Well done, Harry. Well done. Here, you big brute, you. Right. I think you can go and pat him now. Go on. Don't be shy. Nice and slow, now. Nice and slow. Slow. Not so fast, Harry. Slow down, Harry. That's it... Nice and slow. Now let him come to you. Slowly, now, slowly, slowly... That's it... Yes! Well done! Well done, Harry, well done! I think he may let you ride him now."
Harry Potter and the Prisoner of Azkaban,Buckbeak,Harry Potter,Rubeus Hagrid,What?
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,Harry Potter,Come on.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Harry Potter,Rubeus Hagrid,"Hey, hey, hey!"
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,Harry Potter,"Put you over here, just behind the wing joint. Don't pull out any of his feathers, because he won't thank you for that. Well done, Harry, and well done, Buckbeak."
Harry Potter and the Prisoner of Azkaban,Buckbeak,Ron Weasley,Harry Potter,"That was wicked, Harry!"
Harry Potter and the Prisoner of Azkaban,Buckbeak,Draco Malfoy,Harry Potter,"Oh, please."
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,Harry Potter,"Well done, well done. How am I doing me first day?"
Harry Potter and the Prisoner of Azkaban,Buckbeak,Harry Potter,Rubeus Hagrid,"Brilliant, professor."
Harry Potter and the Prisoner of Azkaban,Buckbeak,Draco Malfoy,Buckbeak,"Yes you're not dangerous at all, are you, you great ugly brute!"
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,Draco Malfoy,"Malfoy, no... No! Buckbeak! Whoa, whoa, whoa... Whoa! Buckbeak! Away, you silly creature!"
Harry Potter and the Prisoner of Azkaban,Buckbeak,Draco Malfoy,Rubeus Hagrid,It's killed me! It's killed me!
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,Draco Malfoy,Calm down! It's just a scratch!
Harry Potter and the Prisoner of Azkaban,Buckbeak,Hermione Granger,Rubeus Hagrid,Hagrid! He has to be taken to the hospital.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,Hermione Granger,I'm the teacher. I'll do it.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Draco Malfoy,Buckbeak,Oh You're gonna regret this.
Harry Potter and the Prisoner of Azkaban,Buckbeak,Rubeus Hagrid,All,Class dismissed!
Harry Potter and the Prisoner of Azkaban,Buckbeak,Draco Malfoy,Buckbeak,You and your bloody chicken!
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Pansy Parkinson,Draco Malfoy,"Does it hurt terribly, Draco?"
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Draco Malfoy,Pansy Parkinson,"It comes and it goes. Still, I consider myself lucky. Madam Pomfrey said another minute and I could've lost my arm. I couldn't do homework for weeks."
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Ron Weasley,"Harry Potter, Hermione Granger","Listen to the idiot. He's really laying it on thick, isn't he?"
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Harry Potter,"Ron Weasley, Hermione Granger",At least Hagrid didn't get fired.
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Hermione Granger,"Harry Potter, Ron Weasley",Yeah but I heard Draco's father's furious. We haven't heard the end of this.
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Seamus Finnigan,All,He's been sighted! He's been sighted!
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Ron Weasley,Seamus Finnigan,Who?
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Seamus Finnigan,Ron Weasley,Sirius Black!
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Hermione Granger,All,Dufftown? That's not far from here.
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Other,All,"You don't think he'd come to Hogwarts, do you? With dementors at every entrance?"
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Seamus Finnigan,All,Dementors? He's already slipped past them once. Who's to say he won't do it again?
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Other,All,That's right. Black could be anywhere. It's like trying to catch smoke. Like trying to catch smoke with your bare hands.
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,All,"Intriguing, isn't it? Would anyone like to venture a guess... as to what is inside?"
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Dean Thomas,Remus Lupin,"That's a boggart, that is."
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,"Dean Thomas, All","Very good, Mr. Thomas. Now, can anybody tell me what a boggart looks like?"
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Hermione Granger,Remus Lupin,No one knows.
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Ron Weasley,Hermione Granger,When did she get here?
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Hermione Granger,Remus Lupin,Boggarts are shape-shifters. They take the shape of whatever a particular person fears the most. That's what makes them so...
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,"Hermione Granger, All","So terrifying, yes, yes, yes... Luckily, a very simple charm exists to repel a boggart. Let's practice it now. Without wands, please. After me. Riddikulus!"
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,All,,Riddikulus!
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,All,Very good. A little louder and very clear. Listen: Riddikulus!
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,All,,Riddikulus!
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Draco Malfoy,,This class is ridiculous.
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,All,"Very good. So much for the easy part. You see, the incantation alone is not enough. What really finishes a boggart is laughter. You need to force it to assume a shape you find truly amusing. Let me explain. Uh... Neville, would you join me, please? Come on, don't be shy. Come on. Come on. Hello. Neville, what frightens you most of all?"
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Neville Longbottom,Remus Lupin,Professor Snape.
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,Neville Longbottom,Sorry?
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Neville Longbottom,Remus Lupin,Professor Snape.
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,Neville Longbottom,"Professor Snape. Yes, frightens all. And I believe you live with your grandmother."
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Neville Longbottom,Remus Lupin,"Y-Yes but I don't want that boggart to turn into her, either."
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,Neville Longbottom,"No... it won't. I want you to picture her clothes. Only her clothes, very clearly, in your mind."
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Neville Longbottom,Remus Lupin,She carries a red handbag...
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,Neville Longbottom,"We don't need to hear. As long as you see it, we'll see it. Now, when I open that wardrobe... here's what I want you to do. Excuse me. Imagine Professor Snape in your grandmother's clothes. Can you do that? Yes. Wand at the ready. One, two, three. Think, Neville, think."
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Neville Longbottom,,Riddikulus!
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,"Neville Longbottom, All","Wonderful, Neville, wonderful! Incredible! Okay... to the back, Neville. Everyone, form a line! Form a line! I want everyone to picture the thing they fear the very most... and turn it into something funny. Next! Ron! Concentrate. Face your fear. Be brave! Wand at the ready, Ron, wand at the ready."
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Ron Weasley,,Riddikulus!
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,"Ron Weasley, Parvati Patil","Yes! You see? Very good, very good! Marvelous! Absolutely, very, very enjoyable! Parvati! Next! Show us what you see. Keep your nerve. Steady."
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Parvati Patil,,Riddikulus!
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,Remus Lupin,All,"And next! Step up, step up! Wonderful, wonderful! Here! Riddikulus! Right. Sorry about that. That's enough for today. Collect your books from the back. That's the end of the lesson. Thank you! Sorry! Sorry, you can have too much of a good thing."
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Minerva McGonagall,"All, Harry Potter","Now remember, these visits to Hogsmeade village are a privilege. Should your behavior reflect poorly on the school in anyway that privilege shall not be extended again. No permission form signed, no visiting the village. That's the rule, Potter."
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Argus Filch,All,"Those with permission, follow me. Those without, stay put."
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Harry Potter,Minerva McGonagall,"But professor I thought if you signed it, then I could..."
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Minerva McGonagall,Harry Potter,"I can't. Only a parent or a guardian can sign. Since I am neither, it would be inappropriate. I'm sorry, Potter. That's my final word."
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Harry Potter,"Ron Weasley, Hermione Granger","Forget about it, guys. See you later."
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Harry Potter,Remus Lupin,"Professor, can I ask you something?"
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Remus Lupin,Harry Potter,"You want to know why I stopped you facing that boggart, yes? I would've thought it'd be obvious. I assumed it would take the shape of Lord Voldemort."
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Harry Potter,Remus Lupin,I did think of Voldemort at first. But then I remembered that night on the train... and the dementor.
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Remus Lupin,Harry Potter,I'm very impressed. That suggests what you fear the most is fear itself. This is very wise.
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Harry Potter,Remus Lupin,Before I fainted... I heard something. A woman... screaming.
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Remus Lupin,Harry Potter,Dementors force us to relive our very worst memories. Our pain becomes their power.
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Harry Potter,Remus Lupin,I think it was my mother... the night she was murdered.
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,Remus Lupin,Harry Potter,"The very first time I saw you, Harry, I recognized you immediately. Not by your scar, by your eyes. They're your mother, Lily's. Yes. Oh, yes. I knew her. Your mother was there for me at a time when no one else was. Not only was she a singularly gifted witch... she was also an uncommonly kind woman. She had a way of seeing the beauty in others... even, and perhaps most especially, when that person could not see it in themselves. And your father, James, on the other hand... he... He had a certain, shall we say, talent for trouble. A talent, rumor has it, he passed on to you. You're more like them than you know, Harry. In time, you'll come to see just how much."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Ron Weasley,Harry Potter,"Honeyduke's Sweetshop is brilliant, but nothing beats Zonko's Joke Shop. We never did got a chance to go to the Shrieking Shack though. You heard it's the most..."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Harry Potter,Ron Weasley,The most haunted building in Britain. Yeah I know. What's going on?
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Ron Weasley,Harry Potter,Probably Neville forgotten the password again.
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Neville Longbottom,Ron Weasley,Hey!.
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Ron Weasley,Neville Longbottom,"Oh, you're there."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Percy Weasley,All,"Let me through, please. Excuse me! I'm Head Boy! Get back, all of you. No one is to enter this dormitory until it's been searched."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Ginny Weasley,,The Fat Lady! She's gone!
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Ron Weasley,All,Serves her right. She was a terrible singer.
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Hermione Granger,Ron Weasley,"It's not funny, Ron."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Percy Weasley,All,"Keep calm, everyone. Break into fours. Back to your common room. Be quiet."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,All,Make way.
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Percy Weasley,All,The headmaster's here.
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,All,"Come on, move."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Percy Weasley,All,You heard. Move!
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Argus Filch,Mr. Filch? Round up the ghosts. Tell them to search every painting in the castle to find the Fat Lady.
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Argus Filch,Albus Dumbledore,"There's no need for ghosts, professor. The Fat Lady's there."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Percy Weasley,All,Mind where you're going! Slow down! You listen! I'm Head Boy! Come back here!
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,All,Keep moving!
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,The Fat Lady,"Dear lady, who did this to you?"
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,The Fat Lady,Albus Dumbledore,"Eyes like the devil, he's got, and a soul as dark as his name. It's him, headmaster. The one they all talk about. He's here, somewhere in the castle! Sirius Black!"
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Argus Filch,"Secure the castle, Mr. Filch. The rest of you, to the Great Hall."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Argus Filch,Albus Dumbledore,"I've searched the Astronomy Tower and the Owlery, sir. But there's nothing there."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Argus Filch,"Ah, thank you."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Filius Flitwick,Albus Dumbledore,"The third floor's clear too, sir."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Filius Flitwick,Very good.
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Severus Snape,Albus Dumbledore,"I've done the dungeons, headmaster. No sign of Black, nor anywhere else in the castle."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Severus Snape,I didn't really expect him to linger.
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Severus Snape,Albus Dumbledore,"Remarkable feat, don't you think? To enter Hogwarts Castle on one's own... completely undetected?"
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Severus Snape,"Quite remarkable, yes."
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Severus Snape,Albus Dumbledore,Any theories on how he managed it?
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Severus Snape,Many. Each as unlikely as the next.
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Severus Snape,Albus Dumbledore,You may recall... prior to the start of term I expressed concerns... about your appointment of Professor...
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Severus Snape,Not a single professor inside this castle would help Sirius Black enter it. I'm quite convinced the castle is safe... and I'm more than willing to send the students back to their houses.
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Severus Snape,Albus Dumbledore,What about Potter? Should he be warned?
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Severus Snape,"Perhaps. But for now, let him sleep. For in dreams, we enter a world that's entirely our own. Let them swim in the deepest ocean or glide over the highest cloud."
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,All,Turn to page 394.
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Harry Potter,Severus Snape,"Excuse me, sir. Where's Professor Lupin?"
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,Harry Potter,"That's not really your concern, is it, Potter? Suffice it to say your professor finds himself incapable of teaching... at the present time. Turn to page 394."
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Ron Weasley,,Werewolves?
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Hermione Granger,Severus Snape,"But sir, we just learned about red caps and hinkypunks. We're not meant to start that for weeks."
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,Hermione Granger,Quiet.
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Ron Weasley,Harry Potter,When did she come in? Did you see her come in?
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,All,"Now, which one of you can tell me the difference... between an Animagus and a werewolf? No one? How disappointing."
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Hermione Granger,Severus Snape,"Please, sir. An Animagus is a wizard who elects to turn into an animal. A werewolf has no choice. With each full moon, when he transforms, he no longer remembers who he is. He'd kill his best friend if he crossed his path. Furthermore, the werewolf only responds to the call of its own kind."
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,Draco Malfoy,"Thank you, Mr. Malfoy. That's the second time... you've spoken out of turn, Miss Granger. Are you incapable of restraining yourself... or do you take pride in being an insufferable know-it-all?"
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Ron Weasley,Harry Potter,"He's got a point, you know."
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,All,"Five points from Gryffindor. As an antidote to your ignorance, and on my desk, by Monday morning... two rolls of parchment on the werewolf, with emphasis... on recognizing it."
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Harry Potter,Severus Snape,"Sir, it's Quidditch tomorrow."
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,Harry Potter,"Then I suggest you take extra care, Mr. Potter. Loss of limb will not excuse you. Page 394. The term werewolf... is a contraction of the Anglo-Saxon word were... which means man, and wolf. Werewolf, man-wolf. There are several ways to become a werewolf. They include being given the power of shape-shifting... being bitten by a werewolf..."
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Hermione Granger,Harry Potter,"Go, Harry! Go, Harry!"
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Albus Dumbledore,All,Arresto momentum!
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Ron Weasley,Fred Weasley,"He looks a bit peaky, doesn't he?"
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Fred Weasley,Ron Weasley,Peaky? What do you expect? He fell over 100 feet.
Harry Potter and the Prisoner of Azkaban,Grim Defeat,George Weasley,Ron Weasley,"Yeah, come on Ron, let's walk you off the astronomy tower and see what you look like."
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,George Weasley,Probably a right sight better than he normally does.
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Hermione Granger,Harry Potter,How are you feeling?
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,Hermione Granger,"Oh, brilliant."
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Fred Weasley,Harry Potter,"You gave us a right good scare there, mate."
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,Fred Weasley,What happened?
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Ron Weasley,Harry Potter,"Well, you fell off your broom."
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,Ron Weasley,Really? I meant the match. Who won?
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Hermione Granger,Harry Potter,"Umm... no one blames you, Harry. The dementors aren't supposed to come inside the grounds. Dumbledore's furious. As soon as he saved you, he sent them off."
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Ron Weasley,Harry Potter,"There's something else you should know too. When you fell, your broom sort of blew into the Whomping Willow, and... Well..."
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Remus Lupin,Harry Potter,I'm sorry to hear about your broomstick. Is there no chance of fixing it?
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,Remus Lupin,"No. Professor, why do the dementors affect me so? I mean, more than everyone else?"
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Remus Lupin,Harry Potter,"Listen. Dementors are amongst the foulest creatures to walk this earth. They feed on every good feeling, every happy memory... until a person is left with absolutely nothing but his worst experiences. You are not weak, Harry. The dementors affect you most because there are true horrors in your past. Horrors your classmates can scarcely imagine. You have nothing to be ashamed of."
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,Remus Lupin,"I'm scared, professor."
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Remus Lupin,Harry Potter,Well I'd consider you a fool if you weren't.
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,Remus Lupin,I need to know how to fight them. You could teach me. You made that dementor on the train go away.
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Remus Lupin,Harry Potter,There was only one that night.
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,Remus Lupin,But you made it go away.
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Remus Lupin,Harry Potter,"I don't pretend to be an expert, Harry. But as the dementors seem to have developed a particular interest in you... perhaps I should teach you. But after the holidays. For now, I need to rest."
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Argus Filch,All,"Last call for Hogsmeade! Come on, now!"
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,"Fred Weasley, George Weasley","Guys, let me go."
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,Harry Potter,"Clever, Harry."
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,Harry Potter,"But not clever enough. Besides, we've got a better way."
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,"Fred Weasley, George Weasley",I'm trying to get to Hogsmeade.
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,Harry Potter,We know. Don't worry. We'll get you there. We'll show you a quicker way. If you pipe down.
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,Harry Potter,We know. Don't worry. We'll get you there. We'll show you a quicker way. If you pipe down.
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,Harry Potter,Oh. Bless him.
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,"Fred Weasley, George Weasley","Let me go! Come on, guys. Don't..."
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,Harry Potter,"Now, Harry."
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,Harry Potter,Come and join the big boys.
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,Harry Potter,Come and join the big boys.
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,"Fred Weasley, George Weasley",What are you doing?!
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,"Fred Weasley, George Weasley",What's this rubbish?
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,Harry Potter,What's this rubbish? he says. That there it's the secret to our success.
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,Harry Potter,It's a wrench giving it to you believe me. But we've decided your needs are greater than ours.
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,Harry Potter,"George, if you will."
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,Harry Potter,I solemnly swear that I am up to no good.
