movie,chapter,character,listener,dialog
Harry Potter and the Half-Blood Prince,That's For My Father,Filius Flitwick,Luna Lovegood,Aurors. For security.
Harry Potter and the Half-Blood Prince,That's For My Father,Draco Malfoy,Argus Filch,"It's a not a cane, you cretin. It's a walking stick."
Harry Potter and the Half-Blood Prince,That's For My Father,Argus Filch,Draco Malfoy,And what exactly would you be wanting with a walking stick?
Harry Potter and the Half-Blood Prince,That's For My Father,Severus Snape,Draco Malfoy,It was his father's.
Harry Potter and the Half-Blood Prince,That's For My Father,Draco Malfoy,Severus Snape,Is my father's.  He's not dead.
Harry Potter and the Half-Blood Prince,That's For My Father,Severus Snape,Argus Filch,"It's alright, Mr. Filch.  I can vouch for Mr. Malfoy."
Harry Potter and the Half-Blood Prince,That's For My Father,Draco Malfoy,Harry Potter,"Nice face, Potter."
Harry Potter and the Half-Blood Prince,That's For My Father,Luna Lovegood,Harry Potter,Would you like me to fix it? Personally I think you look a bit more devil-may-care this way.  But it's up to you.
Harry Potter and the Half-Blood Prince,That's For My Father,Harry Potter,Luna Lovegood,Have you ever fixed one?  A nose.
Harry Potter and the Half-Blood Prince,That's For My Father,Luna Lovegood,Harry Potter,No.  But I've done several toes and how different are they really?
Harry Potter and the Half-Blood Prince,That's For My Father,Harry Potter,Luna Lovegood,What the hell.  Give it a go.
Harry Potter and the Half-Blood Prince,That's For My Father,Luna Lovegood,Harry Potter,Episkey.
Harry Potter and the Half-Blood Prince,That's For My Father,Harry Potter,Luna Lovegood,Well?  How do I look?
Harry Potter and the Half-Blood Prince,That's For My Father,Luna Lovegood,Harry Potter,Exceptionally ordinary.
Harry Potter and the Half-Blood Prince,That's For My Father,Harry Potter,Luna Lovegood,Brilliant.
Harry Potter and the Half-Blood Prince,Dark Forces,Ron Weasley,Hermione Granger,Don' you worry.  He'll be 'long soon 'nuff --
Harry Potter and the Half-Blood Prince,Dark Forces,Hermione Granger,Ron Weasley,Will.  You.  Stop.  Eating!  Your best friend is missing!
Harry Potter and the Half-Blood Prince,Dark Forces,Ron Weasley,Hermione Granger,"Oi!  Turn around, you lunatic."
Harry Potter and the Half-Blood Prince,Dark Forces,Ginny Weasley,Ron Weasley,He's covered in blood again.  Why is it he's always covered in blood?
Harry Potter and the Half-Blood Prince,Dark Forces,Ron Weasley,Ginny Weasley,Looks like his own this time.
Harry Potter and the Half-Blood Prince,Dark Forces,Hermione Granger,Harry Potter,"Where've you been, Harry?  And what happened to your face?"
Harry Potter and the Half-Blood Prince,Dark Forces,Harry Potter,Hermione Granger,Later.  What've I missed?
Harry Potter and the Half-Blood Prince,Dark Forces,Ron Weasley,Harry Potter,"Sorting Hat urged us all to be brave and strong in these troubled times -- easy for it to say -- it's a hat, isn't it?  First Years seemed to enjoy it, though. Wankers. Filch give you the wand outside?"
Harry Potter and the Half-Blood Prince,Dark Forces,Harry Potter,Ron Weasley,Thanks...
Harry Potter and the Half-Blood Prince,Dark Forces,Hermione Granger,Harry Potter,What's happened to his hand?
Harry Potter and the Half-Blood Prince,Dark Forces,Albus Dumbledore,All,"The very best of evenings to you! First off, please join me in welcoming the newest member of our staff, Horace Slughorn."
Harry Potter and the Half-Blood Prince,Dark Forces,Albus Dumbledore,All,"Professor Slughorn, I'm happy to say, has agreed to resume his old post of Potions master.  Meanwhile the post of Defense Against the Dark Arts will be assumed by Professor Snape."
Harry Potter and the Half-Blood Prince,Dark Forces,Albus Dumbledore,All,"Now, as you know, each and every one of you was searched upon your arrival tonight.  You have a right to know why."
Harry Potter and the Half-Blood Prince,Dark Forces,Albus Dumbledore,All,"Once there was a young man who, like you, sat in this very Hall. Walked this castle's corridors. Slept beneath its roof.  He seemed, to all the world, a student like any other.  His name? Tom Riddle. The Hall goes utterly silent."
Harry Potter and the Half-Blood Prince,Dark Forces,Albus Dumbledore,All,"Today, of course, the world knows him by another name.  Which is why, as I stand looking out upon you all tonight, I am reminded of a sobering fact.  Each day, every hour, this very minute perhaps, dark forces attempt to penetrate this castle.  But in the end, their greatest weapon remains... you."
Harry Potter and the Half-Blood Prince,Dark Forces,Albus Dumbledore,All,"Just something to keep in mind. Now, off to bed.  Pip pip!"
Harry Potter and the Half-Blood Prince,Dark Forces,Ron Weasley,,That was cheerful.
Harry Potter and the Half-Blood Prince,Dark Forces,Minerva McGonagall,,"History of Magic is up, ladies, not down.  Mr. Davies -- that's the girl's toilet..."
Harry Potter and the Half-Blood Prince,Dark Forces,Minerva McGonagall,Harry Potter,Potter!
Harry Potter and the Half-Blood Prince,Dark Forces,Harry Potter,Minerva McGonagall,This can't be good.
Harry Potter and the Half-Blood Prince,Dark Forces,Minerva McGonagall,Harry Potter,"Enjoying ourself, are we?"
Harry Potter and the Half-Blood Prince,Dark Forces,Harry Potter,Minerva McGonagall,"Well, you see, I've got an open period this morning, Professor --"
Harry Potter and the Half-Blood Prince,Dark Forces,Minerva McGonagall,Harry Potter,So I noticed.  I would think you'd want to fill it with Potions.  Or is it no longer your ambition to become an Auror?
Harry Potter and the Half-Blood Prince,Dark Forces,Harry Potter,Minerva McGonagall,It is.  Or was.  But I was told I had to get an Outstanding in my
Harry Potter and the Half-Blood Prince,Dark Forces,Minerva McGonagall,Harry Potter,"And so you did when Professor Snape was teaching Potions. However, Professor Slughorn is perfectly happy to accept N.E.W.T. students with 'Exceeds Expectations.'"
Harry Potter and the Half-Blood Prince,Dark Forces,Harry Potter,Minerva McGonagall,Really?  Well... brilliant.  I'll head there straight away.
Harry Potter and the Half-Blood Prince,Dark Forces,Minerva McGonagall,Harry Potter,Good.  And take Weasley with you. He looks far too happy over there.
Harry Potter and the Half-Blood Prince,Dark Forces,Ron Weasley,Minerva McGonagall,But I don't want to take Potions!
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Ron Weasley,Harry m'boy!  I was beginning to worry!  And I see we've brought someone with us...
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Ron Weasley,Horace Slughorn,"Ron Weasley, sir.  But I'm dead awful at Potions, a menace actually, so I probably should just be going --"
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Ron Weasley,"Nonsense, we'll sort you out.  Any friend of Harry's is a friend of mine.  Right then, books out --"
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Harry Potter,Horace Slughorn,"Um, sorry, sir, but I haven't got my book yet -- nor's Ron.  You see --"
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Harry Potter,Not to worry.  You can get what you need from the cupboard.
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Hermione Granger,"Now, as I was saying, I've prepared a few concoctions this morning.  Any ideas what these might be?  Yes, Miss...?"
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Hermione Granger,Horace Slughorn,"Granger, sir.  That one there is Veritaserum.  And that would be Polyjuice Potion.  And that is Amortentia! The most powerful love potion in the world."
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Hermione Granger,Horace Slughorn,"It's rumored to smell differently to each person, according to what attracts them.  For example, I smell freshly mown grass and new parchment and spearmint toothpaste --"
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Hermione Granger,One of my best friends is Muggle- born.  She's the best in our year...
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,All,"Now Amortentia doesn't create actual love, of course.  That's impossible.  But it does cause a powerful infatuation or obsession. For that reason, it is probably the most dangerous potion in this room."
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Katie Bell,Horace Slughorn,"Sir, you haven't told us what's in that one."
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Katie Bell,Ah yes...
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,All,"What you see before you, ladies and gentlemen, is a curious little potion known as Felix Felicis. But it is more commonly referred to as --"
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Hermione Granger,Horace Slughorn,Liquid luck.
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Hermione Granger,"Yes, Miss Granger.  Desperately tricky to make.  Disastrous should you get it wrong.  But brewed correctly, as this has been, it has remarkable powers.  One sip and you will find that all your endeavors succeed... at least until the effects wear off."
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Katie Bell,Horace Slughorn,But then why don't people drink it all the time?
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Katie Bell,"Because taken in excess it causes giddiness, recklessness and dangerous overconfidence."
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Blaise Zabini,Horace Slughorn,"Have you ever taken it, sir?"
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Blaise Zabini,Twice.  Once when I was twenty- four.  Once when I was fifty- seven.  Two tablespoons taken at breakfast.  Two perfect days...
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,All,"So.  This is what I offer each of you today.  One tiny vial of liquid luck... to the student who, in the hour that remains, manages to brew an acceptable Draught of Living Death, the recipe for which can be found on page ten of your textbook."
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,All,"You should know that in all the years of my previous tenure at Hogwarts, not once did a student brew a potion of sufficient quality to claim this prize.  In any event -- good luck."
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Hermione Granger,Horace Slughorn,How did you do that?
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Harry Potter,Hermione Granger,Crush it.  Don't cut it.
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Hermione Granger,Harry Potter,No.  The instructions specifically say to cut.
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Harry Potter,Hermione Granger,No.  Really --
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Hermione Granger,Harry Potter,Sh!
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Harry Potter,"Merlin's Beard!  But it's perfect. So perfect I daresay one sip would kill us all!  Your mother was a dab hand at potions, but this... My, my, what can't you do, m'boy? Perhaps you will save us all in the end..."
Harry Potter and the Half-Blood Prince,The Half Blood Prince,Horace Slughorn,Harry Potter,"Here you are then, as promised. One bottle of Felix Felicis.  Use it well."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,"Good evening, Harry.  You got my message, I see.  Come, come.  Sit."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,So.  How are you?
Harry Potter and the Half-Blood Prince,The Secret Riddle,Harry Potter,Albus Dumbledore,"Fine, sir."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,"Enjoying your classes?  Professor Slughorn, for one, is most impressed with you."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Harry Potter,Albus Dumbledore,"I think he overestimates my abilities, sir."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,Do you?
Harry Potter and the Half-Blood Prince,The Secret Riddle,Harry Potter,Albus Dumbledore,Definitely.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,And what of your activities outside the classroom?  Do they bring you satisfaction?
Harry Potter and the Half-Blood Prince,The Secret Riddle,Harry Potter,Albus Dumbledore,Sir?
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,I notice you spend a great deal of time with Miss Granger.  One can't help but wonder if --
Harry Potter and the Half-Blood Prince,The Secret Riddle,Harry Potter,Albus Dumbledore,No!  I mean... she's brilliant. And we're friends.  But... no.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,"Forgive me, Harry, I..."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,"... I was merely curious. In any event, I'm sure you're wondering why I've summoned you here tonight.  The answer lies here."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,What you see before you are memories.  In this case pertaining to one individual:  Voldemort.  Or as he was known then... Tom Riddle.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,This vial contains a most particular memory -- of the day I first met him.  I'd like you to see it.  If you would...
Harry Potter and the Half-Blood Prince,The Secret Riddle,Mrs. Cole,Albus Dumbledore,"I must confess to a bit of confusion upon receiving your letter, Mr. Dumbledore.  In all the years Tom's been here, he's never once had a family visitor. Frankly, I was stunned to find that someone knew of his existence."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Mrs. Cole,I am not family.  But his name has been known to me since birth.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Mrs. Cole,Albus Dumbledore,I see...
Harry Potter and the Half-Blood Prince,The Secret Riddle,Mrs. Cole,Albus Dumbledore,I think I should tell you.  He's a funny boy -- Tom.  Odd.  There have been incidents with the other children.  Nasty things.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Mrs. Cole,Perhaps you could give me an example.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Mrs. Cole,Albus Dumbledore,"You've got a visitor, Tom."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Mrs. Cole,"How do you do, Tom."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Mrs. Cole,Albus Dumbledore,"Well, I'll leave you two to yourselves."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,Don't.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,As you wish.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,"You're the doctor, aren't you?"
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,No.  I am a Professor.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,"I don't believe you.  I hear Mrs. Cole talking, her and the rest of the staff.  They want me looked at.  They think I'm different."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,Perhaps they're right.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,I'm not mad.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,Hogwarts is not a place for mad people.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,It's a school.  A school of... magic.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,"You can do things, can't you, Tom? Things the other children can't."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,Yes.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,"Tell me some of the things you can do, Tom."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,I can make things move -- without touching them.  I can make animals do what I want without training them.  I can make bad things happen to people who are mean to me.  I can make them hurt... if I want.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,Who are you?
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,"I'm like you, Tom.  Different."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,Prove it.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,"I think there is something trying to get out of your wardrobe, Tom. Open it.  Open.  It."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,Take it out.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,Is there anything in that box you ought not to have?
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,"Why did you want these things, Tom?"
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,I like having things that belonged to other people.  It makes me feel ... close to them.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,"Thievery is not tolerated at Hogwarts.  At Hogwarts, you will be taught not only how to use magic, but to control it. Understood? I'll be going now, Tom.  Leave your window open tonight.  An owl will bring you a message.  Read it carefully."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,I can speak to snakes too.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Tom Riddle,Albus Dumbledore,They find me.  Whisper things.  Is that normal.  For someone like me?
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Tom Riddle,It is unusual.  But not unheard of.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Harry Potter,Albus Dumbledore,"Did you know, sir?  Then?"
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,Did I know that I had just met the most dangerous Dark Wizard of all time?  No.  Had I...
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,"Over time, while here at Hogwarts, Tom Riddle grew close to one particular teacher.  Can you guess which teacher that might be?"
Harry Potter and the Half-Blood Prince,The Secret Riddle,Harry Potter,Albus Dumbledore,"You didn't bring Professor Slughorn back simply to teach Potions, did you, sir?"
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,"No.  I did not.  You see, Professor Slughorn possesses something I desire very dearly. And he will not part with it easily... I'd rather not divulge any more just yet, Harry.  But I promise. In time you will know everything."
Harry Potter and the Half-Blood Prince,The Secret Riddle,Harry Potter,Albus Dumbledore,You said Professor Slughorn would try to collect me.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,I did.
Harry Potter and the Half-Blood Prince,The Secret Riddle,Harry Potter,Albus Dumbledore,Do you want me to let him?
Harry Potter and the Half-Blood Prince,The Secret Riddle,Albus Dumbledore,Harry Potter,Yes.
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,Ginny Weasley,All right!  Queue up!  Excuse me...
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ginny Weasley,Harry Potter,Shut It!
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,Ginny Weasley,Thanks.  All right.  This morning I'll be putting you all through a few drills to assess your strengths.  But know this:  Just because you made the team last year does not guarantee you a spot this year.  Is that clear?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Cormac McLaggen,Ron Weasley,"No hard feelings, Weasley, alright?"
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ron Weasley,Cormac McLaggen,Hard feelings?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Cormac McLaggen,Ron Weasley,I'll be going out for Keeper as well.  Nothing personal.
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ron Weasley,Cormac McLaggen,"Really?  Strapping guy like you, you've got a Beater's build, don't you think?  Keeper needs to be agile, quick --"
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Cormac McLaggen,Harry Potter,"I like my chances.  Say... think you could introduce me to your friend Granger?  Wouldn't mind getting on a first name basis, know what I mean?"
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,Cormac McLaggen,"All right.  Cormac.  Ron.  It's down to you two for Keeper.  We'll decide it with a shootout. Demelza, you'll bring the Quaffle up against Cormac.  Ginny, you'll take on Ron."
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Cormac McLaggen,Ginny Weasley,Hang on.  She's his sister.  How do I know she won't toss him a floater?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ginny Weasley,Cormac McLaggen,"Piss off, Cormac.  How 'bout I toss you a floater?"
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,All,Quiet!  I'm Captain.  We do it my way.  Now line up.  On three. One.  Two... Three!
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,Ron Weasley,"C'mon, Ron..."
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Lavender Brown,All,Isn't he brilliant?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ron Weasley,Hermione Granger,"Have to admit, thought I was going to miss that last one.  Hope Cormac's not taking it too hard."
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ron Weasley,Hermione Granger,"Has a bit of a thing for you, Hermione.  Cormac."
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Hermione Granger,Ron Weasley,He's vile.
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,Hermione Granger,Ever heard of this spell?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Hermione Granger,Harry Potter,No I have not. And if you had a shred of self-respect you would turn that book in.
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ron Weasley,Hermione Granger,"Not bloody likely.  He's top of the class.  Even better than you, Hermione.  Slughorn thinks he's a genius."
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ron Weasley,Hermione Granger,What?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Hermione Granger,Harry Potter,"I'd like to know just whose book that was.  Let's take a look, shall we?"
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,Hermione Granger,No.
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Hermione Granger,Harry Potter,Why not?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,Hermione Granger,It's... old.  The binding is fragile.
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Hermione Granger,Harry Potter,The binding is fragile?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ginny Weasley,"Hermione Granger, Ron Weasley, Harry Potter",Who's the Half-Blood Prince?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Hermione Granger,"Ron Weasley, Harry Potter",The who?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ron Weasley,"Hermione Granger, Harry Potter",The who?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ginny Weasley,"Hermione Granger, Ron Weasley, Harry Potter",That's what it says.  Right here. 'This Book is the Property of the Half-Blood Prince.'
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Hermione Granger,"Ron Weasley, Harry Potter","For weeks you carry around this book, practically sleep with it... and you have no desire to find out who The Half-Blood Prince is?"
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,"Hermione Granger, Ron Weasley","I didn't say I wasn't curious. And, by the way, I don't sleep with it."
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ron Weasley,"Hermione Granger, Harry Potter","Yeah. Right. Well, it's true.  I like a nice chat before I go to bed.  Now you're always reading that bloody book.  It's like being with Hermione."
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Hermione Granger,"Ron Weasley, Harry Potter","Well, I was curious.  So I went to"
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,"Hermione Granger, Ron Weasley",The library.
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Ron Weasley,"Hermione Granger, Harry Potter",The library.
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,"Hermione Granger, Ron Weasley",And?
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Hermione Granger,"Ron Weasley, Harry Potter",And... nothing.  There's no reference to the Half-Blood Prince anywhere.
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,Harry Potter,"Hermione Granger, Ron Weasley",Good.  That settles it then.
Harry Potter and the Half-Blood Prince,Cursed Necklace,Rubeus Hagrid,"Hermione Granger, Ron Weasley, Harry Potter","Hey, you three!"
Harry Potter and the Half-Blood Prince,Cursed Necklace,Hermione Granger,Rubeus Hagrid,"What've you got there, Hagrid?"
Harry Potter and the Half-Blood Prince,Cursed Necklace,Rubeus Hagrid,"Hermione Granger, Ron Weasley, Harry Potter",Stinksap.  Burn the whiskers right off yer chin.  Trees 'ere are drippin' with it.
Harry Potter and the Half-Blood Prince,Cursed Necklace,Hermione Granger,Rubeus Hagrid,"Stinksap?  You're not sick, are you?"
Harry Potter and the Half-Blood Prince,Cursed Necklace,Rubeus Hagrid,"Hermione Granger, Ron Weasley, Harry Potter","It's not fer me.  It's fer Aragog. Yeh remember Aragog, don' yeh?"
Harry Potter and the Half-Blood Prince,Cursed Necklace,Ron Weasley,Rubeus Hagrid,Spider?  About six feet tall?  Ten feet wide?
Harry Potter and the Half-Blood Prince,Cursed Necklace,Rubeus Hagrid,"Hermione Granger, Ron Weasley, Harry Potter",Tha's the one.  He's taken ill. I'm hopin' ter nurse 'im back. Keep yer fingers crossed.
Harry Potter and the Half-Blood Prince,Cursed Necklace,Ron Weasley,Rubeus Hagrid,Barking.  Does he not remember that raving arachnid tried to eat us? What?
Harry Potter and the Half-Blood Prince,Cursed Necklace,Hermione Granger,Rubeus Hagrid,"The Aurors. I know they're here to protect us, but... somehow I don't feel any safer."
Harry Potter and the Half-Blood Prince,Cursed Necklace,Horace Slughorn,Filius Flitwick,Filius!  I was hoping to find you at the Three Broomsticks.
Harry Potter and the Half-Blood Prince,Cursed Necklace,Filius Flitwick,Horace Slughorn,"Emergency choir practice, I'm afraid, Horace."
Harry Potter and the Half-Blood Prince,Cursed Necklace,Harry Potter,Ron Weasley,Who's up for a Butterbeer?
Harry Potter and the Half-Blood Prince,Cursed Necklace,Harry Potter,Ron Weasley,No.  Over here.
Harry Potter and the Half-Blood Prince,Cursed Necklace,Harry Potter,Ron Weasley,"No, no.  Sit next to me."
Harry Potter and the Half-Blood Prince,Cursed Necklace,Ron Weasley,Harry Potter,O-kay.
Harry Potter and the Half-Blood Prince,Cursed Necklace,Skinny kid,Hermione Granger,What'll we have?
Harry Potter and the Half-Blood Prince,Cursed Necklace,Hermione Granger,Skinny kid,"Three Butterbeers.  Splash of ginger in mine, please."
Harry Potter and the Half-Blood Prince,Cursed Necklace,Ron Weasley,Hermione Granger,"Aw, bloody hell..."
Harry Potter and the Half-Blood Prince,Cursed Necklace,Hermione Granger,Ron Weasley,"Oh, honestly, Ronald.  They're just holding hands..."
Harry Potter and the Half-Blood Prince,Cursed Necklace,Hermione Granger,Ron Weasley,And snogging.
Harry Potter and the Half-Blood Prince,Cursed Necklace,Ron Weasley,Hermione Granger,I'd like to leave.
Harry Potter and the Half-Blood Prince,Cursed Necklace,Hermione Granger,Ron Weasley,Leave?  You can't be serious.
Harry Potter and the Half-Blood Prince,Cursed Necklace,Ron Weasley,Hermione Granger,That happens to be my sister.
Harry Potter and the Half-Blood Prince,Cursed Necklace,Hermione Granger,Ron Weasley,So?  What if she looked over here and saw you snogging me?  Would you expect her to get up and leave?
Harry Potter and the Half-Blood Prince,Cursed Necklace,Horace Slughorn,Harry Potter,"Harry, m'boy!"
Harry Potter and the Half-Blood Prince,Cursed Necklace,Harry Potter,Horace Slughorn,"Hello, sir.  Wonderful to see you."
Harry Potter and the Half-Blood Prince,Cursed Necklace,Harry Potter,Horace Slughorn,"So what brings you here, sir?"
Harry Potter and the Half-Blood Prince,Cursed Necklace,Horace Slughorn,Harry Potter,"Oh, the Three Broomsticks and I go way back.  Longer than I'd care to admit.  In fact, I remember when it was simply One Broomstick!"
Harry Potter and the Half-Blood Prince,Cursed Necklace,Horace Slughorn,Harry Potter,"Oops!  All hands on deck, Granger!"
Harry Potter and the Half-Blood Prince,Cursed Necklace,Horace Slughorn,Harry Potter,"Listen, m'boy.  In the old days, I used to throw together the occasional supper and invite a select student or two.  Would you be game?"
Harry Potter and the Half-Blood Prince,Cursed Necklace,Harry Potter,Horace Slughorn,"I'd consider it an honor, sir."
Harry Potter and the Half-Blood Prince,Cursed Necklace,Horace Slughorn,Harry Potter,"You'd be welcome too, Granger."
Harry Potter and the Half-Blood Prince,Cursed Necklace,Hermione Granger,Horace Slughorn,"Be delighted, sir."
